Case_ID,Theft_Date,Report_Date,Car_Brand,Car_Model,Year_of_Manufacture,Car_Type,Fuel_Type,Color,Registered_State,Registered_City,Location_of_Theft,Time_of_Theft,Police_Station,Is_Recovered,Recovery_Date,Suspect_Identified,Number_of_Prev_Thefts,GPS_Installed,CCTV_Availability,Insurance_Status,Owner_Age_Group
2922,2023-06-10,2023-06-12,Maruti,Ertiga,2015,Hatchback,CNG,Silver,Karnataka,Bangalore,Area-1,Morning,PS-25,No,,No,1,No,No,No Insurance,41-60
2923,2023-01-28,2023-02-02,Honda,Jazz,2018,Convertible,CNG,Yellow,Karnataka,Bangalore,Area-13,Afternoon,PS-43,Yes,2023-03-04,No,2,Yes,Yes,No Insurance,41-60
2924,2023-02-26,2023-02-27,Kia,Seltos,2015,MUV,Diesel,White,Gujarat,Surat,Area-3,Evening,PS-37,Yes,2023-03-19,No,1,No,Yes,Valid,41-60
2925,2023-01-20,2023-01-23,Toyota,Fortuner,2019,SUV,Petrol,Red,Maharashtra,Mumbai,Area-46,Morning,PS-10,No,,No,2,Yes,No,Valid,60+
2926,2023-06-22,2023-06-27,Renault,Duster,2019,Hatchback,Diesel,Black,Delhi,West Delhi,Area-21,Evening,PS-88,No,,No,2,No,No,Expired,41-60
2927,2023-05-17,2023-05-17,Honda,City,2006,Convertible,CNG,Black,Uttar Pradesh,Kanpur,Area-10,Afternoon,PS-73,No,,No,0,No,No,No Insurance,60+
2928,2023-03-24,2023-03-29,Kia,Sonet,2006,Convertible,CNG,Red,Madhya Pradesh,Indore,Area-7,Afternoon,PS-61,Yes,2023-04-13,No,1,No,No,No Insurance,60+
2929,2023-02-01,2023-02-07,Honda,City,2017,Pickup,CNG,Blue,Karnataka,Bangalore,Area-41,Morning,PS-42,No,,No,1,No,Yes,Valid,26-40
2930,2023-05-22,2023-05-27,Honda,Amaze,2018,Pickup,CNG,Yellow,Madhya Pradesh,Indore,Area-39,Morning,PS-36,No,,No,0,No,Yes,No Insurance,26-40
2931,2023-03-08,2023-03-10,Mahindra,Thar,2015,Sedan,Petrol,Green,Karnataka,Bangalore,Area-26,Morning,PS-57,Yes,2023-03-29,No,0,No,No,No Insurance,41-60
2932,2023-09-16,2023-09-20,Hyundai,Venue,2019,Pickup,Diesel,Gray,Gujarat,Vadodara,Area-40,Afternoon,PS-18,Yes,2023-10-05,No,1,Yes,No,No Insurance,41-60
2933,2023-01-28,2023-02-03,Tata,Harrier,2008,Sedan,CNG,Gray,Uttar Pradesh,Kanpur,Area-2,Afternoon,PS-33,No,,No,0,No,Yes,No Insurance,18-25
2934,2023-02-28,2023-03-05,Hyundai,Verna,2012,Sedan,Diesel,Black,Madhya Pradesh,Gwalior,Area-21,Afternoon,PS-54,Yes,2023-03-31,No,2,Yes,Yes,Valid,60+
2935,2023-12-10,2023-12-15,Maruti,Baleno,2015,MUV,Petrol,Silver,Tamil Nadu,Coimbatore,Area-14,Afternoon,PS-65,No,,No,1,Yes,Yes,Expired,18-25
2936,2023-12-18,2023-12-23,Mahindra,Scorpio,2010,Convertible,Electric,Green,Gujarat,Surat,Area-28,Evening,PS-22,No,,Yes,0,No,Yes,Expired,60+
2937,2023-08-05,2023-08-06,Tata,Nexon,2011,MUV,Diesel,Gray,Madhya Pradesh,Bhopal,Area-46,Evening,PS-48,No,,No,2,No,Yes,Valid,60+
2938,2023-10-03,2023-10-08,Kia,Sonet,2018,Sedan,Diesel,Yellow,Delhi,South Delhi,Area-20,Afternoon,PS-45,No,,No,1,No,No,Expired,18-25
2939,2023-08-30,2023-09-01,Kia,Carens,2014,SUV,Petrol,Black,Delhi,West Delhi,Area-32,Evening,PS-96,Yes,2023-09-21,Yes,0,Yes,Yes,Expired,60+
2940,2023-06-18,2023-06-23,Maruti,WagonR,2011,MUV,Electric,Blue,West Bengal,Howrah,Area-18,Morning,PS-31,No,,No,2,No,Yes,Expired,18-25
2941,2023-05-04,2023-05-04,Hyundai,Verna,2023,MUV,Diesel,Red,Uttar Pradesh,Kanpur,Area-39,Morning,PS-48,Yes,2023-05-20,No,0,No,Yes,Expired,41-60
2942,2023-04-15,2023-04-18,Honda,Jazz,2010,Sedan,Electric,White,West Bengal,Kolkata,Area-45,Morning,PS-59,No,,No,0,Yes,No,No Insurance,26-40
2943,2023-02-22,2023-02-24,Renault,Duster,2022,Convertible,CNG,White,Maharashtra,Mumbai,Area-4,Afternoon,PS-43,Yes,2023-02-28,No,1,Yes,No,Expired,41-60
2944,2023-10-24,2023-10-25,Hyundai,Verna,2023,MUV,CNG,White,Punjab,Amritsar,Area-49,Evening,PS-61,No,,Yes,2,No,Yes,Expired,41-60
2945,2023-12-27,2024-01-01,Kia,Carens,2011,Pickup,CNG,Blue,Karnataka,Hubli,Area-8,Night,PS-34,No,,No,0,No,Yes,No Insurance,26-40
2946,2023-04-07,2023-04-07,Tata,Nexon,2015,Convertible,Electric,Blue,Maharashtra,Mumbai,Area-32,Evening,PS-97,No,,No,2,Yes,No,Valid,41-60
2947,2023-05-15,2023-05-17,Hyundai,Venue,2022,Convertible,Electric,Red,Karnataka,Bangalore,Area-23,Evening,PS-48,No,,No,1,No,No,Valid,18-25
2948,2023-09-26,2023-10-01,Nissan,Magnite,2013,Sedan,Electric,White,Tamil Nadu,Coimbatore,Area-3,Evening,PS-67,No,,No,0,No,No,Valid,41-60
2949,2023-11-20,2023-11-26,Tata,Nexon,2011,Pickup,Diesel,Silver,Punjab,Ludhiana,Area-41,Morning,PS-84,No,,No,2,Yes,No,No Insurance,26-40
2950,2023-10-04,2023-10-04,Nissan,Magnite,2006,SUV,CNG,Gray,Tamil Nadu,Chennai,Area-38,Afternoon,PS-24,No,,No,1,No,No,Valid,41-60
2951,2023-09-23,2023-09-29,Kia,Seltos,2009,Convertible,CNG,Green,Punjab,Ludhiana,Area-4,Morning,PS-55,No,,No,1,Yes,Yes,No Insurance,26-40
2952,2023-06-19,2023-06-22,Ford,Figo,2009,Hatchback,Petrol,Gray,Uttar Pradesh,Lucknow,Area-25,Night,PS-95,No,,Yes,2,Yes,No,Valid,18-25
2953,2023-01-02,2023-01-09,Mahindra,Thar,2009,SUV,CNG,Yellow,Karnataka,Bangalore,Area-6,Night,PS-91,No,,Yes,0,No,No,Expired,18-25
2954,2023-06-07,2023-06-13,Tata,Harrier,2017,Convertible,Electric,Yellow,Uttar Pradesh,Lucknow,Area-11,Morning,PS-77,No,,No,0,No,Yes,Expired,26-40
2955,2023-10-28,2023-11-04,Ford,Ecosport,2013,Convertible,Petrol,White,Maharashtra,Nagpur,Area-32,Afternoon,PS-75,No,,No,2,No,Yes,Expired,26-40
2956,2023-04-16,2023-04-16,Honda,Amaze,2021,Hatchback,Diesel,Silver,Rajasthan,Jodhpur,Area-8,Afternoon,PS-97,Yes,2023-04-26,Yes,0,Yes,Yes,No Insurance,18-25
2957,2023-12-28,2024-01-04,Maruti,Swift,2006,MUV,CNG,White,Uttar Pradesh,Kanpur,Area-33,Afternoon,PS-32,No,,No,0,No,No,Valid,60+
2958,2023-03-03,2023-03-09,Toyota,Etios,2014,Hatchback,CNG,Blue,Karnataka,Bangalore,Area-29,Morning,PS-88,No,,No,0,No,No,No Insurance,26-40
2959,2023-03-05,2023-03-08,Hyundai,Creta,2012,Convertible,Electric,Silver,Rajasthan,Jodhpur,Area-17,Night,PS-50,Yes,2023-03-29,No,2,No,No,No Insurance,41-60
2960,2023-02-13,2023-02-20,Mahindra,Thar,2023,Convertible,CNG,Red,Madhya Pradesh,Gwalior,Area-39,Afternoon,PS-99,No,,No,1,No,No,Valid,60+
2961,2023-11-26,2023-11-26,Honda,Amaze,2005,MUV,CNG,Red,Punjab,Jalandhar,Area-13,Night,PS-28,Yes,2023-12-06,No,1,No,Yes,Valid,41-60
2962,2023-12-18,2023-12-23,Nissan,Sunny,2017,Pickup,Petrol,Yellow,Delhi,New Delhi,Area-32,Morning,PS-34,No,,Yes,1,Yes,No,Valid,41-60
2963,2023-04-10,2023-04-12,Honda,Jazz,2005,Convertible,Petrol,White,Punjab,Jalandhar,Area-47,Night,PS-99,No,,Yes,1,No,No,No Insurance,41-60
2964,2023-10-10,2023-10-11,Renault,Duster,2012,Hatchback,Electric,Yellow,Punjab,Amritsar,Area-47,Morning,PS-43,No,,No,0,No,No,Valid,26-40
2965,2023-10-02,2023-10-09,Tata,Harrier,2017,Convertible,Petrol,Silver,Delhi,New Delhi,Area-2,Morning,PS-38,No,,No,2,Yes,No,Valid,26-40
2966,2023-01-26,2023-01-28,Kia,Carens,2008,Hatchback,Petrol,Gray,Uttar Pradesh,Kanpur,Area-44,Night,PS-30,Yes,2023-02-24,No,2,No,Yes,Expired,26-40
2967,2023-03-27,2023-03-27,Ford,Figo,2023,Hatchback,Petrol,Red,Uttar Pradesh,Kanpur,Area-43,Evening,PS-99,No,,No,2,No,Yes,Expired,41-60
2968,2023-10-13,2023-10-15,Tata,Harrier,2015,Convertible,Diesel,Red,Karnataka,Bangalore,Area-21,Morning,PS-66,Yes,2023-10-21,No,2,No,Yes,Expired,60+
2969,2023-06-21,2023-06-22,Ford,Figo,2015,Hatchback,Petrol,Red,Karnataka,Hubli,Area-1,Afternoon,PS-37,No,,Yes,2,Yes,Yes,Valid,41-60
2970,2023-12-06,2023-12-12,Mahindra,Thar,2023,Convertible,Petrol,Gray,Madhya Pradesh,Bhopal,Area-5,Afternoon,PS-100,No,,No,1,No,No,No Insurance,18-25
2971,2023-11-15,2023-11-22,Kia,Carens,2017,Sedan,Diesel,Green,Punjab,Amritsar,Area-33,Night,PS-7,No,,No,2,Yes,No,Expired,41-60
2972,2023-09-15,2023-09-18,Toyota,Innova,2008,Convertible,Petrol,Blue,Rajasthan,Udaipur,Area-33,Morning,PS-21,Yes,2023-09-23,No,1,No,Yes,No Insurance,60+
2973,2023-04-13,2023-04-14,Renault,Triber,2015,Hatchback,CNG,Green,Madhya Pradesh,Gwalior,Area-10,Morning,PS-70,Yes,2023-05-12,No,2,No,Yes,Valid,26-40
2974,2023-12-15,2023-12-22,Hyundai,Venue,2022,SUV,Electric,Red,Karnataka,Mysore,Area-34,Night,PS-80,No,,Yes,0,No,Yes,No Insurance,41-60
2975,2023-05-01,2023-05-05,Ford,Ecosport,2011,Sedan,Electric,Silver,Tamil Nadu,Madurai,Area-48,Afternoon,PS-2,No,,Yes,0,No,Yes,No Insurance,18-25
2976,2023-11-26,2023-11-28,Kia,Sonet,2006,SUV,CNG,White,Madhya Pradesh,Gwalior,Area-6,Morning,PS-92,No,,No,2,Yes,Yes,No Insurance,26-40
2977,2023-01-02,2023-01-08,Toyota,Innova,2018,MUV,Petrol,Black,Gujarat,Vadodara,Area-47,Evening,PS-75,No,,No,0,No,Yes,Valid,18-25
2978,2023-05-15,2023-05-20,Nissan,Kicks,2010,Sedan,Diesel,Gray,Gujarat,Surat,Area-20,Evening,PS-97,No,,No,2,Yes,Yes,Valid,41-60
2979,2023-07-18,2023-07-21,Mahindra,Thar,2010,Sedan,Petrol,Green,Uttar Pradesh,Noida,Area-38,Afternoon,PS-89,Yes,2023-07-30,No,0,Yes,No,Valid,26-40
2980,2023-10-25,2023-10-30,Honda,Jazz,2018,Convertible,Electric,Red,Punjab,Jalandhar,Area-29,Night,PS-63,No,,No,0,No,Yes,Expired,60+
2981,2023-06-16,2023-06-21,Ford,Ecosport,2010,MUV,Electric,Silver,Karnataka,Bangalore,Area-34,Afternoon,PS-6,No,,No,2,No,No,Valid,41-60
2982,2023-05-16,2023-05-16,Mahindra,XUV500,2006,MUV,CNG,Silver,Delhi,South Delhi,Area-11,Morning,PS-66,No,,No,0,Yes,No,Valid,60+
2983,2023-02-04,2023-02-05,Mahindra,XUV500,2016,Pickup,CNG,Silver,Delhi,West Delhi,Area-41,Afternoon,PS-100,Yes,2023-02-14,No,0,Yes,Yes,Valid,18-25
2984,2023-09-28,2023-10-02,Toyota,Glanza,2020,Pickup,Petrol,Gray,Delhi,West Delhi,Area-33,Evening,PS-75,No,,No,0,Yes,No,Valid,18-25
2985,2023-10-02,2023-10-06,Hyundai,Creta,2012,MUV,CNG,Red,Gujarat,Surat,Area-38,Morning,PS-18,Yes,2023-10-18,No,0,Yes,No,Expired,60+
2986,2023-05-20,2023-05-22,Ford,Figo,2006,Hatchback,Petrol,Blue,Karnataka,Bangalore,Area-34,Afternoon,PS-36,No,,No,1,Yes,Yes,No Insurance,41-60
2987,2023-11-18,2023-11-23,Tata,Harrier,2018,Pickup,Petrol,Red,Uttar Pradesh,Lucknow,Area-15,Morning,PS-12,Yes,2023-11-29,No,0,No,Yes,Expired,18-25
2988,2023-08-14,2023-08-14,Nissan,Magnite,2011,MUV,Petrol,Green,Gujarat,Vadodara,Area-47,Morning,PS-71,Yes,2023-08-15,No,1,No,No,Valid,41-60
2989,2023-12-12,2023-12-16,Maruti,Ertiga,2007,SUV,Diesel,Silver,Delhi,New Delhi,Area-32,Morning,PS-6,No,,No,1,No,No,Expired,26-40
2990,2023-10-17,2023-10-18,Hyundai,Verna,2019,Sedan,CNG,Gray,Punjab,Ludhiana,Area-16,Afternoon,PS-50,Yes,2023-10-27,No,1,No,Yes,Valid,41-60
2991,2023-12-04,2023-12-07,Kia,Sonet,2021,Convertible,CNG,Silver,Karnataka,Hubli,Area-48,Morning,PS-33,No,,No,0,No,No,Expired,41-60
2992,2023-08-15,2023-08-22,Ford,Figo,2015,Sedan,Diesel,Blue,Delhi,New Delhi,Area-13,Afternoon,PS-59,Yes,2023-09-10,No,0,Yes,No,Valid,60+
2993,2023-07-24,2023-07-30,Mahindra,Thar,2016,Pickup,Electric,Blue,West Bengal,Howrah,Area-28,Morning,PS-31,Yes,2023-08-16,No,1,No,Yes,Valid,41-60
2994,2023-11-18,2023-11-19,Ford,Figo,2009,Convertible,Electric,Blue,Uttar Pradesh,Noida,Area-19,Morning,PS-24,No,,Yes,2,No,Yes,Expired,18-25
2995,2023-10-31,2023-11-02,Mahindra,Scorpio,2016,Sedan,Diesel,Yellow,Delhi,New Delhi,Area-38,Night,PS-53,No,,No,2,No,Yes,Valid,60+
2996,2023-04-16,2023-04-22,Maruti,Baleno,2005,Pickup,Petrol,Green,Karnataka,Hubli,Area-10,Morning,PS-12,No,,No,2,No,Yes,Valid,26-40
2997,2023-08-01,2023-08-01,Tata,Nexon,2019,SUV,Diesel,Blue,Punjab,Amritsar,Area-45,Evening,PS-100,Yes,2023-08-12,No,1,No,Yes,Valid,26-40
2998,2023-06-19,2023-06-21,Honda,WRV,2018,Pickup,Diesel,Green,West Bengal,Howrah,Area-47,Night,PS-5,No,,Yes,0,No,Yes,Valid,26-40
2999,2023-06-14,2023-06-19,Ford,Figo,2016,Hatchback,CNG,Black,Tamil Nadu,Coimbatore,Area-33,Morning,PS-87,Yes,2023-07-15,Yes,1,Yes,No,Expired,26-40
3000,2023-12-09,2023-12-14,Tata,Harrier,2009,Sedan,Electric,Green,Gujarat,Surat,Area-38,Afternoon,PS-10,No,,No,2,No,Yes,Expired,18-25
3001,2023-10-18,2023-10-19,Hyundai,Verna,2014,Sedan,CNG,Black,Rajasthan,Udaipur,Area-25,Evening,PS-18,No,,No,1,Yes,Yes,No Insurance,41-60
3002,2023-12-15,2023-12-18,Tata,Nexon,2017,MUV,Electric,Blue,Punjab,Jalandhar,Area-41,Night,PS-28,Yes,2023-12-20,Yes,2,No,No,Expired,60+
3003,2023-04-23,2023-04-28,Nissan,Magnite,2016,MUV,CNG,Silver,Tamil Nadu,Madurai,Area-13,Afternoon,PS-53,Yes,2023-05-20,No,0,No,No,No Insurance,26-40
3004,2023-09-13,2023-09-13,Toyota,Etios,2013,Convertible,Diesel,Blue,Uttar Pradesh,Lucknow,Area-24,Morning,PS-76,Yes,2023-09-23,No,1,No,No,Valid,60+
3005,2023-11-07,2023-11-09,Ford,Ecosport,2006,Pickup,Petrol,Red,Uttar Pradesh,Kanpur,Area-16,Night,PS-46,No,,No,1,No,No,No Insurance,18-25
3006,2023-11-26,2023-11-30,Kia,Carens,2020,Pickup,Petrol,Red,Tamil Nadu,Coimbatore,Area-41,Evening,PS-35,Yes,2023-12-02,No,0,No,No,Expired,41-60
3007,2023-06-30,2023-07-02,Renault,Triber,2020,Convertible,Petrol,Black,Delhi,New Delhi,Area-5,Morning,PS-13,No,,Yes,0,Yes,No,Expired,18-25
3008,2023-02-09,2023-02-12,Nissan,Sunny,2015,Hatchback,Petrol,Gray,Madhya Pradesh,Gwalior,Area-11,Afternoon,PS-53,Yes,2023-03-10,Yes,2,Yes,Yes,Valid,41-60
3009,2023-01-29,2023-02-01,Maruti,WagonR,2021,MUV,CNG,Red,Karnataka,Mysore,Area-42,Afternoon,PS-97,No,,Yes,2,Yes,Yes,Expired,26-40
3010,2023-12-18,2023-12-21,Honda,Jazz,2021,Convertible,CNG,Black,Delhi,New Delhi,Area-35,Morning,PS-32,Yes,2023-12-24,No,1,Yes,No,Valid,41-60
3011,2023-09-04,2023-09-10,Mahindra,Thar,2007,Pickup,Petrol,Silver,Uttar Pradesh,Kanpur,Area-28,Morning,PS-21,No,,No,1,Yes,No,Valid,26-40
3012,2023-03-16,2023-03-19,Renault,Kwid,2012,Sedan,Electric,Red,Punjab,Jalandhar,Area-47,Afternoon,PS-88,Yes,2023-04-15,No,1,Yes,Yes,Valid,26-40
3013,2023-03-09,2023-03-12,Ford,Ecosport,2016,Pickup,CNG,White,Maharashtra,Mumbai,Area-44,Evening,PS-20,Yes,2023-03-26,No,1,Yes,No,No Insurance,26-40
3014,2023-03-08,2023-03-11,Maruti,WagonR,2010,Convertible,Petrol,Green,Uttar Pradesh,Noida,Area-18,Morning,PS-38,Yes,2023-03-20,No,1,Yes,No,No Insurance,18-25
3015,2023-06-07,2023-06-12,Kia,Carens,2020,Convertible,Diesel,Blue,Karnataka,Hubli,Area-23,Morning,PS-42,Yes,2023-06-18,No,1,No,No,Valid,26-40
3016,2023-03-01,2023-03-05,Toyota,Fortuner,2014,Pickup,Diesel,Silver,Rajasthan,Jaipur,Area-40,Morning,PS-72,No,,No,1,No,Yes,Expired,18-25
3017,2023-02-27,2023-03-05,Hyundai,Creta,2015,Convertible,CNG,Silver,Karnataka,Mysore,Area-19,Morning,PS-30,Yes,2023-03-17,No,1,No,Yes,No Insurance,60+
3018,2023-08-05,2023-08-08,Ford,Ecosport,2007,Hatchback,Diesel,Yellow,Rajasthan,Jodhpur,Area-34,Morning,PS-13,Yes,2023-08-13,No,0,No,No,No Insurance,41-60
3019,2023-11-24,2023-11-30,Honda,WRV,2013,Sedan,Petrol,White,West Bengal,Durgapur,Area-24,Evening,PS-59,No,,No,1,Yes,No,No Insurance,18-25
3020,2023-01-09,2023-01-11,Hyundai,Creta,2021,Pickup,Diesel,Red,Gujarat,Ahmedabad,Area-40,Morning,PS-2,No,,No,2,Yes,Yes,Valid,60+
3021,2023-12-28,2024-01-01,Toyota,Fortuner,2015,MUV,Diesel,Green,Maharashtra,Mumbai,Area-45,Afternoon,PS-98,Yes,2024-01-22,No,1,Yes,Yes,No Insurance,41-60
3022,2023-03-21,2023-03-26,Kia,Seltos,2011,Convertible,CNG,Gray,Gujarat,Surat,Area-26,Morning,PS-7,Yes,2023-03-29,No,0,No,Yes,No Insurance,60+
3023,2023-10-17,2023-10-24,Mahindra,Thar,2007,SUV,Diesel,White,Karnataka,Mysore,Area-16,Evening,PS-43,No,,Yes,0,Yes,No,Valid,60+
3024,2023-07-31,2023-08-02,Kia,Seltos,2011,Hatchback,Petrol,Silver,Gujarat,Vadodara,Area-15,Evening,PS-78,Yes,2023-08-28,Yes,0,No,No,Expired,60+
3025,2023-04-08,2023-04-15,Hyundai,i20,2014,Convertible,Electric,Yellow,Maharashtra,Nagpur,Area-21,Morning,PS-54,No,,No,2,Yes,No,No Insurance,26-40
3026,2023-10-15,2023-10-19,Kia,Carens,2009,SUV,CNG,Red,Tamil Nadu,Chennai,Area-40,Evening,PS-56,No,,No,2,No,Yes,Valid,60+
3027,2023-02-10,2023-02-16,Toyota,Etios,2009,SUV,Electric,Silver,Delhi,West Delhi,Area-7,Afternoon,PS-42,No,,No,1,Yes,No,No Insurance,41-60
3028,2023-11-19,2023-11-21,Ford,Figo,2005,SUV,Petrol,Gray,Maharashtra,Nagpur,Area-23,Morning,PS-74,No,,No,2,Yes,Yes,Valid,18-25
3029,2023-02-09,2023-02-15,Ford,Aspire,2023,Pickup,Petrol,Green,Maharashtra,Nagpur,Area-28,Night,PS-37,No,,No,1,Yes,No,Valid,26-40
3030,2023-07-21,2023-07-22,Hyundai,i20,2018,MUV,Diesel,White,Punjab,Jalandhar,Area-28,Afternoon,PS-54,No,,No,0,Yes,No,Valid,60+
3031,2023-11-29,2023-12-05,Kia,Carens,2023,Sedan,Diesel,Red,Gujarat,Surat,Area-47,Morning,PS-74,No,,No,1,Yes,Yes,Valid,18-25
3032,2023-12-31,2024-01-04,Kia,Sonet,2016,Hatchback,Electric,Black,Karnataka,Mysore,Area-31,Evening,PS-30,No,,Yes,1,No,Yes,No Insurance,41-60
3033,2023-10-28,2023-11-03,Mahindra,Thar,2008,SUV,Diesel,Green,Punjab,Jalandhar,Area-10,Morning,PS-28,No,,No,0,No,No,Expired,60+
3034,2023-10-16,2023-10-20,Renault,Triber,2010,SUV,Electric,Blue,Punjab,Amritsar,Area-3,Night,PS-87,Yes,2023-11-03,No,0,No,No,Expired,18-25
3035,2023-08-17,2023-08-23,Hyundai,Verna,2018,SUV,CNG,Red,Delhi,West Delhi,Area-11,Evening,PS-70,No,,Yes,1,Yes,No,Valid,60+
3036,2023-05-17,2023-05-18,Renault,Triber,2012,Pickup,CNG,Red,Delhi,New Delhi,Area-2,Evening,PS-16,No,,No,0,No,No,Valid,60+
3037,2023-07-15,2023-07-17,Mahindra,XUV500,2013,SUV,Diesel,Gray,Tamil Nadu,Madurai,Area-4,Morning,PS-8,No,,No,1,Yes,Yes,Expired,41-60
3038,2023-10-29,2023-11-03,Renault,Duster,2007,Sedan,CNG,Blue,Uttar Pradesh,Noida,Area-32,Night,PS-95,Yes,2023-11-10,No,2,No,No,No Insurance,60+
3039,2023-06-02,2023-06-06,Renault,Kwid,2010,MUV,Electric,Silver,Madhya Pradesh,Bhopal,Area-9,Afternoon,PS-57,No,,No,1,Yes,Yes,Valid,18-25
3040,2023-12-26,2023-12-31,Ford,Aspire,2007,SUV,Diesel,Blue,West Bengal,Howrah,Area-27,Morning,PS-5,Yes,2024-01-06,No,0,Yes,Yes,Valid,18-25
3041,2023-06-18,2023-06-23,Renault,Duster,2006,SUV,Electric,White,Delhi,South Delhi,Area-8,Morning,PS-91,Yes,2023-07-10,No,1,No,Yes,Expired,41-60
3042,2023-12-03,2023-12-10,Tata,Harrier,2016,MUV,Diesel,White,Delhi,West Delhi,Area-25,Evening,PS-40,Yes,2023-12-28,No,0,Yes,No,Expired,26-40
3043,2023-01-23,2023-01-28,Toyota,Glanza,2018,Hatchback,Petrol,Blue,Madhya Pradesh,Indore,Area-21,Night,PS-62,No,,No,0,No,No,Valid,18-25
3044,2023-05-10,2023-05-12,Nissan,Kicks,2007,SUV,Diesel,Blue,Tamil Nadu,Chennai,Area-46,Afternoon,PS-81,No,,No,0,No,Yes,No Insurance,41-60
3045,2023-08-04,2023-08-08,Maruti,WagonR,2005,MUV,Diesel,Yellow,West Bengal,Durgapur,Area-19,Evening,PS-73,No,,No,2,No,No,Expired,26-40
3046,2023-07-19,2023-07-20,Maruti,WagonR,2010,Hatchback,Petrol,Red,Madhya Pradesh,Gwalior,Area-14,Night,PS-40,No,,No,0,No,Yes,No Insurance,60+
3047,2023-01-29,2023-02-01,Toyota,Innova,2013,Sedan,CNG,Blue,West Bengal,Kolkata,Area-16,Morning,PS-69,Yes,2023-02-17,Yes,2,No,No,No Insurance,18-25
3048,2023-12-11,2023-12-14,Hyundai,Creta,2018,SUV,Electric,Red,Delhi,New Delhi,Area-16,Morning,PS-21,No,,No,2,No,Yes,No Insurance,26-40
3049,2023-10-12,2023-10-17,Mahindra,Thar,2010,SUV,Diesel,Black,Uttar Pradesh,Lucknow,Area-46,Night,PS-61,No,,No,2,No,No,Expired,60+
3050,2023-08-27,2023-08-30,Tata,Nexon,2013,SUV,Petrol,Red,West Bengal,Durgapur,Area-40,Afternoon,PS-28,No,,No,2,Yes,No,Valid,18-25
3051,2023-02-22,2023-02-22,Tata,Nexon,2020,Pickup,Electric,Gray,Uttar Pradesh,Lucknow,Area-49,Evening,PS-46,No,,No,2,Yes,Yes,No Insurance,60+
3052,2023-05-28,2023-06-04,Mahindra,Scorpio,2012,Sedan,Diesel,Red,Gujarat,Surat,Area-15,Evening,PS-47,No,,No,1,No,No,Expired,60+
3053,2023-12-07,2023-12-13,Renault,Kwid,2008,Hatchback,Diesel,Gray,West Bengal,Kolkata,Area-28,Evening,PS-10,No,,No,1,No,No,No Insurance,18-25
3054,2023-03-28,2023-03-31,Mahindra,Thar,2015,Sedan,Diesel,Black,West Bengal,Howrah,Area-2,Night,PS-22,No,,No,0,No,No,Valid,60+
3055,2023-06-10,2023-06-11,Toyota,Etios,2022,Convertible,Electric,Yellow,Uttar Pradesh,Noida,Area-25,Morning,PS-98,No,,No,1,Yes,No,Valid,41-60
3056,2023-08-04,2023-08-06,Honda,Amaze,2010,Sedan,CNG,Blue,Rajasthan,Jaipur,Area-6,Night,PS-22,Yes,2023-08-23,No,2,No,Yes,Valid,18-25
3057,2023-05-05,2023-05-11,Hyundai,Creta,2009,Hatchback,Diesel,White,Maharashtra,Pune,Area-30,Evening,PS-61,No,,Yes,2,No,No,No Insurance,41-60
3058,2023-10-02,2023-10-08,Toyota,Innova,2020,MUV,Electric,Red,Uttar Pradesh,Lucknow,Area-15,Morning,PS-84,No,,No,2,Yes,No,Expired,41-60
3059,2023-05-26,2023-05-27,Honda,Jazz,2016,Pickup,CNG,White,Delhi,West Delhi,Area-29,Afternoon,PS-73,No,,No,1,No,Yes,No Insurance,60+
3060,2023-09-07,2023-09-12,Tata,Altroz,2009,Convertible,Electric,Silver,Karnataka,Hubli,Area-11,Afternoon,PS-14,No,,Yes,2,Yes,No,No Insurance,41-60
3061,2023-04-12,2023-04-16,Honda,Amaze,2009,Hatchback,Petrol,Silver,West Bengal,Durgapur,Area-47,Afternoon,PS-32,No,,Yes,0,No,No,Expired,26-40
3062,2023-05-22,2023-05-28,Hyundai,i20,2019,Convertible,CNG,Gray,Uttar Pradesh,Kanpur,Area-40,Evening,PS-9,No,,No,2,Yes,Yes,Expired,18-25
3063,2023-04-12,2023-04-12,Hyundai,Venue,2022,MUV,Petrol,Gray,West Bengal,Kolkata,Area-44,Evening,PS-24,No,,No,2,No,Yes,No Insurance,60+
3064,2023-07-03,2023-07-04,Renault,Duster,2014,MUV,Electric,Blue,Maharashtra,Nagpur,Area-26,Night,PS-36,Yes,2023-08-02,No,1,No,Yes,Expired,41-60
3065,2024-01-01,2024-01-01,Hyundai,Verna,2005,Sedan,Diesel,Silver,Tamil Nadu,Coimbatore,Area-24,Evening,PS-13,Yes,2024-01-19,No,2,No,No,Expired,26-40
3066,2023-09-05,2023-09-09,Mahindra,Scorpio,2022,Sedan,Electric,Blue,Delhi,New Delhi,Area-45,Night,PS-38,Yes,2023-09-18,No,1,No,Yes,Expired,41-60
3067,2023-11-12,2023-11-13,Ford,Figo,2019,MUV,Diesel,Red,Delhi,West Delhi,Area-13,Afternoon,PS-50,No,,No,0,No,No,No Insurance,26-40
3068,2023-05-19,2023-05-26,Hyundai,Verna,2020,Pickup,CNG,Yellow,West Bengal,Kolkata,Area-24,Afternoon,PS-4,No,,No,1,No,No,Valid,26-40
